"                                 eFlora Nepal in World Flora Online (www.worldfloraonline.org).  Source:  Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal (Correspondence: ).",,,,,,,,,,,,,
Order,Family,Genera,Taxon ID,WFO_ID,Taxon names,Literature citation,Nepali name(s),,Distribution in Nepal,Plant images,,General/ global distribution,Comments
,,,,,,,Devnagari,Transliteration,,Plant photos,Herbarium specimen,,
,Moraceae ,,NEP05762,wfo-0000689436,Ficus neriifolia Sm.,"Cycl. 14, no. 21. 1810. ",b'lwnf] ,Dudhilo,"W, C, E Nepal: 900-2900 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",
,Moraceae ,,NEP05763,wfo-0000689429,Ficus nemoralis Wall. ex Miq.,,,,,,,,
,Moraceae ,,NEP05764,wfo-0000689438,Ficus neriifolia var. fieldingii (Miq.) Corner ,,,,,,,,
,Moraceae ,,NEP05765,wfo-0000689439,Ficus neriifolia var. nemoralis (Wall. ex Miq.) Corner,,,,,,,,
,Moraceae ,,NEP05766,wfo-0000689442,Ficus nervosa Heyne ex Roth,Syst. Veg. (ed. 15 bis) 1: 513. 1817.,,,"C, E Nepal: 100-1100 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Moraceae ,,NEP05767,wfo-0000689613,Ficus palmata Forssk. subsp. virgata (Roxb.) Browicz ,Fl. Iranica 153: 12. 1982.,"a]8', lgdf/f] ","Bedu, Nimaro",W Nepal: 200-2300 m. ,,,"Nepal, W Himalaya and SW Asia. ",
,Moraceae ,,NEP05768,wfo-0000690846,Ficus virgata Roxb.,,,,,,,,
,Moraceae ,,NEP05770,wfo-0000690846,Ficus pubigera (Wall. ex Miq.) Brandis,Forest Fl. Burma 2: 450. 1877.,,,"C, E Nepal: 1000-2100 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",
,Moraceae ,,NEP05771,wfo-0001245334,Pogonotrophe pubigera Wall. ex Miq.,,,,,,,,
,Moraceae ,,NEP05772,wfo-0000689922,Ficus pumila L.,Sp. Pl. 2: 1060. 1753. ,,,"W, C Nepal: 100-2300 m (Naturalized in Nepal). ",,,Native of E Asia.,
,Moraceae ,,NEP05773,wfo-0000689977,Ficus racemosa L.,Sp. Pl. 2: 1060. 1753. ,"8'd|L, u'n/ ","Dumri, Gular","W, C, E Nepal: 100-1000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",
,Moraceae ,,NEP05774,wfo-0000688506,Ficus glomerata Roxb.,,,,,,,,
,Moraceae ,,NEP05775,wfo-0000690026,Ficus religiosa L.,Sp. Pl. 2: 1059. 1753. ,lkkn ,Pipal,"W, C Nepal: 100-1500 m. ",,,"Nepal, E Himalaya, Assam-Burma and S Asia.",
,Moraceae ,,NEP05776,wfo-0000690150,Ficus rumphii Blume,Bijdr. Fl. Ned. Ind. 9: 437. 1825.,"kx/] lkkn, sf7] lkkn ","Pahare pipal, Kathe pipal","W, E Nepal: 200-1500 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Moraceae ,,NEP05777,wfo-0000687927,Ficus cordifolia Roxb.,,,,,,,,
,Moraceae ,,NEP05778,wfo-0000690200,Ficus sarmentosa Buch.-Ham. ex Sm.,Cycl. 14: Ficus no. 45. 1810.,"jg ltldnf, sf7] 8'd|L ","Ban timila, Kathe dumri","W, C, E Nepal: 200-2500 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",
,Moraceae ,,NEP05779,wfo-0000689433,Ficus nepalensis Spreng.,,,,,,,,
,Moraceae ,,NEP05780,wfo-0001271944,Pogonotrophe foveolata Wall. ex Miq.,,,,,,,,
,Moraceae ,,NEP05781,wfo-0000690282,Ficus semicordata Buch.-Ham. ex Sm.,Cycl. 14: Ficus no. 71. 1810.,"vgfof], vGo' ","Khanayo, Khanyu","W, C, E Nepal: 100-1700 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Moraceae ,,NEP05782,wfo-0000688004,Ficus cunia Buch.-Ham. ex Roxb.,,,,,,,,
,Moraceae ,,NEP05783,wfo-0001390614,Ficus semicordata var. montana Amatya ,,,,,,,,
,Moraceae ,,NEP05784,wfo-0000690388,Ficus squamosa Roxb.,Fl. Ind. 3: 531. 1832. ,,,"C, E Nepal: 200-1400 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Moraceae ,,NEP05785,wfo-0000690461,Ficus subincisa Buch.-Ham. ex Sm.,Cycl. 14: Ficus no. 91. 1810.,"a]8'nf], cfFvf ks'jf ","Bedulo, Ankha pakuwa","W, C, E Nepal: 200-1800 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",
,Moraceae ,,NEP05786,wfo-0000690462,Ficus subincisa var. trachycarpa (Miq.) Corner ex Chater ,,,,,,,,
,Moraceae ,,NEP05787,#N/A,Ficus clavata Wall. ex Miq.,,,,,,,,
,Moraceae ,,NEP05788,wfo-0000690496,Ficus subulata Blume,Bijdr. Fl. Ned. Ind. 9: 460. 1825.,,,E Nepal: 300-400 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Moraceae ,,NEP05789,wfo-0000687204,Ficus acuminata Roxb.,,,,,,,,
,Moraceae ,,NEP05790,wfo-0000690614,Ficus tinctoria G.Forst. subsp. gibbosa (Blume) Corner,Gard. Bull. Singapore 17(3): 476. 1959.,,,W Nepal: 1200-1500 m.,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Moraceae ,,NEP05791,wfo-0000688452,Ficus gibbosa Blume,,,,,,,,
,Moraceae ,,NEP05792,wfo-0000690619,Ficus tinctoria subsp. parasitica (Willd.) Corner ,,,,,,,,
,Moraceae ,,NEP05793,wfo-0000690839,Ficus virens Aiton,Hort. Kew. 3: 451. 1789. ,sfa|f] ,Kabro,"C, E Nepal: 80-1400 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",
,Moraceae ,,NEP05794,wfo-0000688812,Ficus infrafoliacea Buch.-Ham. ex Sm.,,,,,,,,
,Moraceae ,,NEP05795,wfo-0000690236,Ficus scandens Buch.-Ham.,,,,,,,,
,Moraceae ,Maclura Nutt.,NEP05796,wfo-0000448071,Maclura cochinchinensis (Lour.) Corner,Gard. Bull. Singapore 19: 239. 1962. ,"8d?, 8Da/] sfF8f ","Damaru, Dambare kanda","W, C, E Nepal: 100-2000 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. ",
,Moraceae ,,NEP05797,wfo-0000422378,Vanieria cochinchinensis Lour.,,,,,,,,
,Moraceae ,,NEP05798,#N/A,Cudrania cochinchinensis (Lour.) Kudô & Masam.,,,,,,,,
,Moraceae ,,NEP05799,wfo-0000629206,Cudrania pubescens Trécul ,,,,,,,,
,Moraceae ,,NEP05800,wfo-0001271335,Maclura pubescens (Trécul) Z.K.Zhou & M.G.Gilbert ,,,,,,,,
,Moraceae ,Morus L.,NEP05801,wfo-0001084995,Morus australis Poir.,Encyl. 4(1): 380. 1797. ,"lsDa', ;fgf] lsDa' ","Kimbu, Sano kimbu","W, C, E Nepal: 900-2400 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",
,Moraceae ,,NEP05802,wfo-0001245087,Morus macroura Miq.,Pl. Jungh. 1: 42. 1851. ,lsDa' ,Kimbu,E Nepal: 1200-1700 m.,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Moraceae ,,NEP05803,#N/A,Morus laevigata Wall. ex Brandis,,,,,,,,
,Moraceae ,,NEP05804,wfo-0001084898,Morus serrata Roxb.,Fl. Ind. 3: 596. 1832. ,"sfnf] sfkmn, lsDa' ","Kalo kaphal, Kimbu","W, C Nepal: 1600-2400 m.",,,"Nepal, W Himalaya and Tibetan Plateau.",
,Moraceae ,,NEP05805,#N/A,Morus alba var. serrata Bureau,,,,,,,,
,Moraceae ,Streblus Lour.,NEP05806,wfo-0001230839,Streblus asper Lour.,Fl. Cochinch. 2: 615. 1790. ,vfS;L ,Khaksi,"W, C, E Nepal: 100-500 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,Boehmeria Jacq.,NEP05807,wfo-0001227716,Boehmeria clidemioides Miq. var. clidemioides,Pl. Jungh. 1: 34. 1851.,sfDn] ,Kamle,"C, E Nepal: 1300-2600 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05808,wfo-1200028137,Boehmeria platyphylla var. cinerascens Hook.f.,,,,,,,,
,Urticaceae ,,NEP05809,wfo-0001227716,Boehmeria clidemioides Miq. var. diffusa (Wedd.) Hamd.-Mazz.,Symb. Sin. 7(1): 152. 1929.,,,E Nepal: 900-2700 m. ,,,"Nepal, E Himalaya, Assam-Burma and E Asia.",
,Urticaceae ,,NEP05810,wfo-0000567476,Boehmeria diffusa Wedd.,,,,,,,,
,Urticaceae ,,NEP05811,wfo-0000567449,Boehmeria conica C.J.Chen,Fl. China 5: 173. 2003. ,,,"C, E Nepal: 2100-2500 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",
,Urticaceae ,,NEP05812,wfo-0000567473,Boehmeria depauperata Wedd.,"Ann. Sci. Nat., Bot., sér. 4, 1: 202. 1854.",,,"C, E Nepal: 500-2200 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05813,wfo-0000567520,Boehmeria glomerulifera Miq. ,,,,,,,,
,Urticaceae ,,NEP05814,wfo-0000567532,Boehmeria hamiltoniana Wedd.,"Ann. Sci. Nat., Bot., sér. 4, 1: 199. 1854.",,,"C, E Nepal: 800-2500 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05815,wfo-0000567669,Boehmeria penduliflora Wedd. ex D.G.Long,Notes Roy. Bot. Gard. Edinburgh 40(1): 130. 1982.,,,"W, C, E Nepal: 200-2000 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05816,wfo-0001376419,Boehmeria densiflora var. intermedia Acharya & Yonek. ,,,,,,,,
,Urticaceae ,,NEP05817,wfo-0000567471,Boehmeria densiflora var. penduliflora (Wedd. ex D.G.Long) Acharya & Yonek.,,,,,,,,
,Urticaceae ,,NEP05818,wfo-0000567590,Boehmeria macrophylla D.Don ,,,,,,,,
,Urticaceae ,,NEP05819,wfo-0000567694,Boehmeria polystachya Wedd.,"Ann. Sci. Nat., Bot., sér. 4, 1: 200. 1854.",,,"W, C, E Nepal: 1300-3000 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",
,Urticaceae ,,NEP05820,wfo-0000567779,Boehmeria tibetica C.J.Chen,,,,,,,,
,Urticaceae ,,NEP05821,wfo-1200028369,Boehmeria ternifolia D.Don var. ternifolia,Prodr. Fl. Nepal. 59. 1825.,sfDn] ,Kamle,"W, C, E Nepal: 900-2300 m.",,,"Nepal, W Himalaya, E Himalaya and Assam-Burma. ",
,Urticaceae ,,NEP05822,wfo-0000567429,Boehmeria caudigera Wedd.,,,,,,,,
,Urticaceae ,,NEP05823,wfo-0001384912,Boehmeria ternifolia D.Don var. kamley (Acharya & Yonek.) Friis & Wilmot-Dear,Blumea 58(2): 178. 2013. ,,,E Nepal: 1000-2200 m. ,,,Nepal and E Himalaya.,
,Urticaceae ,,NEP05824,wfo-0000567568,Boehmeria kamley Acharya & Yonek.,,,,,,,,
,Urticaceae ,,NEP05825,wfo-0000567808,Boehmeria virgata (G.Forst.) Guill.,"Ann. Sci. Nat., Bot., sér. 2, 7: 182. 1837.",e/f}F ,Bharaun,"C, E Nepal: 400-2000 m. ",,,,
,Urticaceae ,,NEP05826,wfo-0000416940,Urtica virgata G.Forst.,,,,,,,,
,Urticaceae ,,NEP05827,wfo-0000567808,Boehmeria virgata (G.Forst.) Guill. subsp. macrophylla (Hornem.) Friis & Wilmot-Dear var. canescens (Wedd.) Friis & Wilmot-Dear,Blumea 58(2): 164. 2013. ,,,"C, E Nepal: 400-2000 m",,,Nepal and E Himalaya.,
,Urticaceae ,,NEP05828,wfo-0000567589,Boehmeria macrophylla Hornem.,,,,,,,,
,Urticaceae ,,NEP05829,wfo-0000567420,Boehmeria canescens Wedd.,,,,,,,,
,Urticaceae ,,NEP05830,#N/A,Boehmeria macrophylla var. canescens (Wedd). D.G.Long,,,,,,,,
,Urticaceae ,,NEP05831,wfo-0001370004,Boehmeria platphylla var. canescens Wedd.,,,,,,,,
,Urticaceae ,,NEP05832,wfo-0001384902,Boehmeria virgata (G.Forst.) Guill. subsp. macrophylla (Hornem.) Friis & Wilmot-Dear var. macrostachya (Wight) Friis & Wilmot-Dear,Blumea 58(2): 162. 2013. ,uu{nf] ,Gargalo,"W, C, E Nepal: 100-2600 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Urticaceae ,,NEP05833,wfo-0000502136,Splitgerbera macrostachya Wight,,,,,,,,
,Urticaceae ,,NEP05834,#N/A,Boehmeria macrostachya (Wight) F.M.Bailey,,,,,,,,
,Urticaceae ,,NEP05835,wfo-0000567681,Boehmeria platyphylla D.Don ,,,,,,,,
,Urticaceae ,,NEP05836,wfo-0001384907,"Boehmeria virgata (G.Forst.) Guill. subsp. macrophylla (Hornem.) Friis & Wilmot-Dear var. minuticymosa Acharya, Friis & Wilmot-Dear",Blumea 58(2): 168. 2013. ,,,C Nepal: 160-1800 m. ,,,"Nepal, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05837,wfo-0000567681,Boehmeria virgata (G.Forst.) Guill. subsp. macrophylla (Hornem.) Friis & Wilmot-Dear var. rotundifolia (D.Don) Friis & Wilmot-Dear,Blumea 58(2): 166. 2013. ,,,"W, C, E Nepal: 400-2700 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Urticaceae ,,NEP05838,wfo-0000567721,Boehmeria rotundifolia D.Don,,,,,,,,
,Urticaceae ,,NEP05839,wfo-0000567597,Boehmeria macrophylla var. rotundifolia (D.Don) W.T.Wang,,,,,,,,
,Urticaceae ,,NEP05840,wfo-0000567721,Boehmeria virgata (G.Forst.) Guill. subsp. macrophylla (Hornem.) Friis & Wilmot-Dear var. scabrella (Roxb.) Friis & Wilmot-Dear,Blumea 58(2): 170. 2013. ,,,C Nepal: 200-2400 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05841,wfo-0000416884,Urtica scabrella Roxb.,,,,,,,,
,Urticaceae ,,NEP05842,#N/A,Boehmeria macrophylla var. scabrella (Roxb.) D.G.Long,,,,,,,,
,Urticaceae ,,NEP05843,#N/A,Boehmeria platyphylla var. scabrella (Roxb.) Wedd.,,,,,,,,
,Urticaceae ,Chamabainia Wight.,NEP05844,wfo-0000599300,Chamabainia cuspidata Wight,"Icon. Pl. Ind. Orient. 6: 11, pl. 1981. 1853. ",kfKn] ,Paple,"W, C, E Nepal: 1400-2900 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05845,#N/A,Boehmeria squamigera Wedd. ex Blume,,,,,,,,
,Urticaceae ,Debregeasia Gaudich.,NEP05846,wfo-0000638905,Debregeasia longifolia (Burm.f.) Wedd.,Prodr. 16(1): 235(24). 1869.,t'';f/] ,Tusare,"W, C, E Nepal: 100-2600 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05847,wfo-0001143706,Urtica longifolia Burm.f.,,,,,,,,
,Urticaceae ,,NEP05848,wfo-0000638911,Debregeasia saeneb (Forssk.) Hepper & JRI Wood,Kew Bull. 38(1): 86. 1983. ,"t'';f/], bf/ ","Tusare, Dar","W, C, E Nepal: 300-2500 m.",,,"Nepal, W Himalaya, Tibetan Plateau, N Asia, SW Asia and Africa. ",
,Urticaceae ,,NEP05849,wfo-0001230784,Rhus saeneb Forssk.,,,,,,,,
,Urticaceae ,,NEP05850,wfo-0000567731,Boehmeria salicifolia D.Don,,,,,,,,
,Urticaceae ,,NEP05851,wfo-0000638912,Debregeasia salicifolia (D.Don) Rendle,,,,,,,,
,Urticaceae ,,NEP05852,wfo-1000081071,Debregeasia wallichiana (Wedd.) Wedd.,Arch. Mus. Hist. Nat. 9: 464. 1857. ,,,E Nepal: 400-1500 m. ,,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05853,wfo-0001230775,Missiessya wallichiana Wedd.,,,,,,,,
,Urticaceae ,Dendrocnide Miq.,NEP05854,wfo-0000641057,Dendrocnide sinuata (Blume) Chew,Gard. Bull. Singapore 21: 206. 1965.,"df]/Fu], dl/Fu] ","Morange, Maringe",E Nepal: 200-1000 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05855,wfo-0001230602,Urtica sinuata Blume,,,,,,,,
,Urticaceae ,Elatostema J.R.Forst. & G.Forst.,NEP05856,wfo-0000665428,Elatostema acuminatum (Poir.) Brongn.,Bot. Voy. Coquille 211. 1834.,,,"C, E Nepal: 1800-2700 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05857,wfo-0001223852,Procris acuminata Poir.,,,,,,,,
,Urticaceae ,,NEP05858,wfo-0000665555,Elatostema cuspidatum Wight,Icon. Pl. Ind. Orient. 6: t. 1983. 1853.,,,E Nepal: 2600-3100 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",
,Urticaceae ,,NEP05859,wfo-0000665575,Elatostema dissectum Wedd.,Arch. Mus. Hist. Nat. 9: 314. 1856.,,,"W, E Nepal: 100-2300 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05860,wfo-0000665606,Elatostema ficoides Wedd.,Arch. Mus. Hist. Nat. 9: 306. 1856. ,,,C Nepal: 800-2600 m. ,,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",
,Urticaceae ,,NEP05861,wfo-0000665686,Elatostema hookerianum Wedd.,Arch. Mus. Hist. Nat. 9: 306. 1856. ,,,E Nepal: 1300-2500 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Urticaceae ,,NEP05862,wfo-0000665707,Elatostema integrifolium (D.Don) Wedd.,Prodr. 16(1): 179. 1869.,lnk] emf/ ,Lipe jhar,C Nepal: 900-2700 m.,,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05863,wfo-0000472766,Procris integrifolia D.Don,,,,,,,,
,Urticaceae ,,NEP05864,wfo-0000665769,Elatostema lineolatum Wight,"Icon. Pl. Ind. Orient. 6: 11, pl. 1984. 1853.",,,"W, C, E Nepal: 200-2800 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05865,wfo-0000665846,Elatostema monandrum (Buch.-Ham. ex D.Don) H.Hara,Fl. E. Himalaya 3rd. Rep. 21. 1975. ,,,"W, C, E Nepal: 800-3000 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Urticaceae ,,NEP05866,wfo-0001223867,Procris monandra Buch.-Ham. ex D.Don,,,,,,,,
,Urticaceae ,,NEP05867,wfo-0000665577,Elatostema diversifolium Wedd.,,,,,,,,
,Urticaceae ,,NEP05868,wfo-0000665871,Elatostema nasutum Hook.f.,Fl. Brit. India 5: 571. 1888.,,,E Nepal: 1900-2000 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, E Asia and SE Asia.",
,Urticaceae ,,NEP05869,wfo-0000665889,Elatostema obtusum Wedd.,Arch. Mus. Hist. Nat. 9: 324. 1856.,,,"W, C, E Nepal: 1600-3200 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Urticaceae ,,NEP05870,wfo-0000665922,Elatostema parvum (Blume) Blume ex Miq.,Syst. Verz. 2: 102. 1854.,,,"C, E Nepal: 500-2800 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05871,wfo-0001223854,Procris parva Blume,,,,,,,,
,Urticaceae ,,NEP05872,wfo-0000666099,Elatostema stracheyanum Wedd. ,,,,,,,,
,Urticaceae ,,NEP05873,wfo-0000665958,Elatostema platyphyllum Wedd.,Arch. Mus. Hist. Nat. 9: 301. 1856.,;fgf] uUn]6f] ,Sano gagleto,"C, E Nepal: 700-2900 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05874,wfo-0000665960,Elatostema platyphyllum var. polycephalum H.Hara ,,,,,,,,
,Urticaceae ,,NEP05875,wfo-0000665988,Elatostema pusillum C.B.Clarke ex Hook.f.,Fl. Brit. India 5: 568. 1888. ,,,"C, E Nepal: 2000-3600 m. ",,,"Nepal, W Himalaya and E Himalaya.",
,Urticaceae ,,NEP05876,wfo-0000666031,Elatostema rupestre (Buch.-Ham. ex D.Don) Wedd.,Arch. Mus. Hist. Nat. 9: 304. 1856. ,,,"C, E Nepal: 300-2000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05877,wfo-0001223879,Procris rupestris Buch.-Ham. ex D.Don,,,,,,,,
,Urticaceae ,,NEP05878,wfo-0000666057,Elatostema sessile J.R.Forst. & G.Forst.,"Char. Gen. Pl. (ed. 2) 106, t. 53. 1776.",uUn]6f] ,Gagleto,"W, C, E Nepal: 300-3000 m. ",,,"Nepal, W Himalaya, E Himalaya, E Asia and SE Asia. ",
,Urticaceae ,,NEP05879,#N/A,Elatostema polycephalum (Wall.) Wedd.,,,,,,,,
,Urticaceae ,,NEP05880,#N/A,Elatostema punctatum Wedd.,,,,,,,,
,Urticaceae ,,NEP05881,wfo-0000666065,Elatostema sessile var. polycephalum Wedd. ,,,,,,,,Status differ
,Urticaceae ,,NEP05882,wfo-0000472716,Procris punctata Buch.-Ham. ex D.Don,,,,,,,,
,Urticaceae ,,NEP05883,#N/A,Procris sessilis Hook. & Arn.,,,,,,,,
,Urticaceae ,,NEP05884,wfo-0000666111,Elatostema subincisum Wedd.,Arch. Mus. Hist. Nat. 9: 314. 1856.,,,"W, C, E Nepal: 2500-3600 m. ",,,"Nepal, E Himalaya and S Asia.",
,Urticaceae ,Girardinia Gaudich.,NEP05885,wfo-0000703336,Girardinia diversifolia (Link) Friis,Kew Bull. 36(1): 145. 1981.,"cNnf], rfNg] l;:g', 7""nf] l;:g', u}F8f l;:g' ","Allo, Chalne sisnu, Thulo sisnu, Gainda sisnu","W, C, E Nepal: 900-3000 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. ",
,Urticaceae ,,NEP05886,wfo-0001220721,Urtica diversifolia Link,,,,,,,,
,Urticaceae ,,NEP05887,#N/A,Girardinia heterophylla (Vahl) Decne.,,,,,,,,
,Urticaceae ,Gonostegia Turcz.,NEP05888,wfo-0001220721,Gonostegia hirta (Blume) Miq.,Ann. Mus. Bot. Lugduno-Batavi 4: 303. 1869. ,"lrKn] 3fF;, lrKn] nx/L ","Chiple ghans, Chiple lahari","W, C, E Nepal: 100-2500 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. ",
,Urticaceae ,,NEP05889,wfo-0000417017,Urtica hirta Blume,,,,,,,,Status doftful
,Urticaceae ,,NEP05890,wfo-0001143266,Pouzolzia hirta Blume ex Hassk.,,,,,,,,
,Urticaceae ,,NEP05891,wfo-0000707110,Gonostegia pentandra (Roxb.) Miq.,Ann. Mus. Bot. Lugduno-Batavi 4: 302. 1869.,,,"W, C, E Nepal: 100-900 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and SW Asia.",
,Urticaceae ,,NEP05892,wfo-0000416917,Urtica pentandra Roxb.,,,,,,,,
,Urticaceae ,,NEP05893,wfo-0000472392,Pouzolzia pentandra (Roxb.) Benn.,,,,,,,,
,Urticaceae ,Laportea Gaudich.,NEP05894,wfo-0001143616,Laportea bulbifera (Siebold & Zucc.) Wedd.,Arch. Mus. Hist. Nat. 9: 139. 1856. ,kftn] l;:g' ,Patle sisnu,"W, C, E Nepal: 700-3500 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Urticaceae ,,NEP05895,wfo-0001230580,Urtica bulbifera Siebold & Zucc.,,,,,,,,
,Urticaceae ,,NEP05896,wfo-0000445102,Laportea evitata Wedd.,,,,,,,,
,Urticaceae ,,NEP05897,wfo-0001143259,Laportea terminalis Wight ,,,,,,,,
,Urticaceae ,Lecanthus Wedd.,NEP05898,wfo-0001230610,Lecanthus peduncularis (Wall. ex Royle) Wedd.,Prodr. 16(1): 164. 1869. ,vf]n] emf/ ,Khole jhar,"W, C, E Nepal: 1200-3200 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, S Asia, E Asia, SE Asia and Africa. ",
,Urticaceae ,,NEP05899,wfo-0001230609,Procris peduncularis Wall. ex Royle,,,,,,,,
,Urticaceae ,,NEP05900,wfo-0001230614,Lecanthus wightii Wedd.,,,,,,,,
,Urticaceae ,Leucosyke Zoll. & Moritzi,NEP05901,wfo-0000509729,Leucosyke puya (Hook.) den Baaker & Mabb.,Mabberley's Pl.-Book (ed. 3) 1021. 2008. ,gfgL kfnf] ,Nani palo,"W, C, E Nepal: 200-1200 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",
,Urticaceae ,,NEP05902,wfo-0000567704,Boehmeria puya Hook.,,,,,,,,
,Urticaceae ,,NEP05903,wfo-0001230789,Maoutia puya (Hook.) Wedd. ,,,,,,,,
,Urticaceae ,Oreocnide Miq.,NEP05904,wfo-0001230774,Oreocnide frutescens (Thunb.) Miq. subsp. frutescens,Ann. Mus. Bot. Lugduno-Batavi 3: 131. 1867.,,,"W, C, E Nepal: 500-2600 m.",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Urticaceae ,,NEP05905,wfo-0000417096,Urtica frutescens Thunb.,,,,,,,,
,Urticaceae ,,NEP05906,wfo-0000425454,Villebrunea frutescens (Thunb.) Blume,,,,,,,,
